Txn Ref,Posted On,Cust No,Txn Amount (USD),Entry Mode,Payee Name,MCC Group,Payee Age (d),Txn Country,Billing Country,New Device?,Trans Count 24H,Avg Txn 30D,Days Since Open,Particulars,Confirmed Fraud
TX-100563,2026-08-21 15:57:25,AC-4470,41.42,card_not_present,Larkspur Digital,apparel,12,BD,BD,Y,2,41.77,8,in store purchase,0
TX-100564,2026-09-14 08:07:52,AC-4700,3.37,card_present,Larkspur Digital,money_transfer,182,GB,GB,N,5,5.29,39,payroll credit,0
TX-100565,2026-08-20 18:00:35,AC-4840,374.16,atm,Larkspur Group,grocery,123,GB,GB,N,10,25.88,395,fuel top up,0
TX-100566,2026-09-06 16:08:12,AC-4817,58.99,card_not_present,Halcyon Trading,telecom_topup,75,US,US,Y,13,46.41,25,grocery basket,0
TX-100567,2026-08-25 03:46:46,AC-4318,8.67,atm,Quarry Retail,electronics,937,BD,BD,N,1,9.05,92,regular vendor payment,0
TX-100568,2026-09-09 02:07:39,AC-4039,9.81,atm,Aster Mart,utilities,228,GB,GB,N,2,12.37,522,in store purchase,0
TX-100569,2026-08-24 06:54:51,AC-4583,11.99,atm,Nexa Retail,telecom_topup,116,GB,GB,N,7,14.01,21,recurring subscription renewal,0
TX-100570,2026-08-20 15:04:16,AC-4795,16.51,card_not_present,Quarry Trading,fuel,1,BD,BD,N,1,16.09,59,in store purchase,0
TX-100571,2026-09-05 12:13:46,AC-4436,2.21,wire_transfer,Vireo Supply,utilities,17,RU,BD,N,1,116.94,797,recurring subscription renewal,0
TX-100572,2026-09-08 12:11:01,AC-4570,26.75,atm,Vireo Mart,fuel,2,US,US,N,1,19.41,106,recurring subscription renewal,0
TX-100573,2026-08-19 14:30:12,AC-4185,3,wallet,Tindal Mart,apparel,199,GB,GB,N,1,19.71,67,grocery basket,0
TX-100574,2026-08-22 21:24:27,AC-4687,33.15,wallet,Meridian Exchange,electronics,2,US,US,Y,12,39.38,113,in store purchase,0
TX-100575,2026-09-14 21:30:26,AC-4305,1.22,wire_transfer,Kestrel Exchange,pharmacy,116,BD,BD,Y,4,20.59,186,payroll credit,0
TX-100576,2026-09-04 23:37:28,AC-4379,113.05,wallet,Meridian Supply,gift_cards,72,GB,GB,N,5,92.72,9,fuel top up,0
TX-100577,2026-09-08 08:43:34,AC-4084,10.89,wire_transfer,Tindal Mart,money_transfer,87,MY,BD,N,6,16.25,542,grocery basket,0
TX-100578,2026-08-19 23:13:03,AC-4835,6.86,card_not_present,Corvid Labs,crypto_exchange,95,US,US,N,5,7.16,101,grocery basket,0
TX-100579,2026-08-20 11:56:10,AC-4579,4.52,card_not_present,Nexa Retail,money_transfer,14,GB,GB,N,1,5.32,7,grocery basket,0
TX-100580,2026-08-17 22:59:28,AC-4071,35.32,card_not_present,Verdant Group,grocery,416,BD,BD,Y,14,25.91,5,in store purchase,0
TX-100581,2026-08-18 19:14:01,AC-4550,37.05,card_not_present,Kestrel Labs,gift_cards,14,BD,BD,N,3,34.7,71,fuel top up,0
TX-100582,2026-08-19 11:51:59,AC-4208,7.66,atm,Nexa Trading,restaurant,2,BD,BD,Y,1,13.01,120,fuel top up,0
TX-100583,2026-08-27 03:35:40,AC-4254,12.3,atm,Corvid Supply,apparel,2,GB,GB,Y,11,10.9,602,grocery basket,0
TX-100584,2026-08-24 03:18:22,AC-4148,58.64,card_present,Larkspur Mart,gift_cards,435,US,US,N,12,19.42,154,grocery basket,0
TX-100585,2026-09-08 01:15:07,AC-4176,38.48,atm,Meridian Trading,money_transfer,58,DE,US,Y,6,41.99,107,regular vendor payment,0
TX-100586,2026-09-14 17:15:58,AC-4038,76.52,card_not_present,Corvid Exchange,travel,30,GB,GB,N,6,89.31,13,fuel top up,0
TX-100587,2026-08-19 20:19:56,AC-4780,27.15,card_present,Tindal Group,money_transfer,70,US,US,Y,5,21.57,226,recurring subscription renewal,0
TX-100588,2026-08-24 22:22:15,AC-4098,3.52,card_present,Meridian Supply,restaurant,3,US,US,N,5,5,152,grocery basket,0
TX-100589,2026-09-11 21:06:52,AC-4078,12.81,atm,Quarry Group,telecom_topup,401,DE,BD,N,1,21.79,27,fuel top up,0
TX-100590,2026-09-14 16:51:30,AC-4430,64.75,atm,Verdant Digital,utilities,432,BD,BD,N,1,47.53,1229,recurring subscription renewal,0
TX-100591,2026-09-13 08:08:03,AC-4684,34.96,wallet,Mistral Group,utilities,32,NG,BD,N,1,56.03,311,in store purchase,0
TX-100592,2026-09-08 13:08:17,AC-4233,368.82,card_present,Meridian Exchange,gift_cards,88,DE,BD,N,1,29.65,223,fuel top up,0
TX-100593,2026-08-22 01:49:48,AC-4383,4.94,wire_transfer,Larkspur Retail,fuel,784,US,US,N,7,5.06,102,recurring subscription renewal,0
TX-100594,2026-09-07 11:42:26,AC-4218,34.5,card_present,Nexa Exchange,crypto_exchange,3,GB,GB,N,1,22.39,218,monthly utility bill,1
TX-100595,2026-09-02 10:48:13,AC-4652,70.55,card_not_present,Halcyon Group,telecom_topup,3,GB,GB,N,9,94.18,7,grocery basket,0
TX-100596,2026-08-30 17:51:06,AC-4415,32.57,wallet,Pallas Digital,pharmacy,8,BD,BD,Y,14,22.39,204,grocery basket,0
TX-100597,2026-08-23 01:25:12,AC-4238,66.24,card_present,Hollow Exchange,crypto_exchange,213,BD,BD,N,3,53.31,12,monthly utility bill,0
TX-100598,2026-09-04 05:38:38,AC-4380,18.79,wire_transfer,Aster Trading,pharmacy,322,GB,GB,Y,8,21.56,175,monthly utility bill,0
TX-100599,2026-09-11 06:44:53,AC-4403,26.03,card_not_present,Corvid Labs,money_transfer,30,GB,GB,N,2,24.62,153,payroll credit,0
TX-100600,2026-09-11 13:36:29,AC-4075,34.35,card_present,Aster Supply,electronics,848,BD,BD,N,1,20.09,402,monthly utility bill,0
TX-100601,2026-09-07 11:58:42,AC-4594,5.31,wallet,Verdant Mart,crypto_exchange,12,US,US,N,1,7.04,106,in store purchase,0
TX-100602,2026-08-28 23:22:18,AC-4538,2.99,card_present,Larkspur Digital,utilities,779,US,US,N,2,21.67,258,in store purchase,0
TX-100603,2026-09-14 18:57:46,AC-4847,30.45,atm,Nexa Digital,utilities,8,US,GB,Y,1,54.96,13,grocery basket,0
TX-100604,2026-09-14 20:54:29,AC-4357,37.97,card_not_present,Larkspur Mart,telecom_topup,240,GB,GB,N,7,29.47,179,monthly utility bill,0
TX-100605,2026-09-16 20:01:27,AC-4885,1.67,card_present,Verdant Trading,apparel,131,GB,GB,N,3,9.21,32,grocery basket,0
TX-100606,2026-09-02 16:43:52,AC-4212,13.58,atm,Mistral Labs,crypto_exchange,6,BD,BD,N,3,13.33,1130,grocery basket,0
TX-100607,2026-08-25 20:46:25,AC-4842,55.32,atm,Verdant Trading,electronics,1,GB,GB,N,11,5.28,9,recurring subscription renewal,0
TX-100608,2026-09-10 09:13:05,AC-4750,4.31,wallet,Tindal Digital,fuel,1,BD,BD,N,3,5.21,1187,regular vendor payment,0
TX-100609,2026-08-25 18:52:55,AC-4454,4.55,atm,Kestrel Group,travel,351,GB,GB,N,6,5,249,recurring subscription renewal,0
TX-100610,2026-08-30 07:45:14,AC-4396,3.51,atm,Mistral Retail,restaurant,514,BD,BD,N,1,14.15,110,in store purchase,0
TX-100611,2026-08-25 20:29:26,AC-4634,39.42,atm,Corvid Labs,restaurant,3,MY,US,N,3,31.85,312,payroll credit,0
TX-100612,2026-08-28 19:39:02,AC-4240,385.34,card_present,Mistral Supply,money_transfer,1,NG,GB,N,14,24.93,785,monthly utility bill,0
TX-100613,2026-08-21 09:51:47,AC-4178,21.73,wire_transfer,Vireo Digital,crypto_exchange,2,US,US,Y,1,17.5,6,monthly utility bill,0
TX-100614,2026-08-24 23:50:08,AC-4457,46.37,card_not_present,Kestrel Labs,restaurant,13,GB,GB,N,8,13.35,5,fuel top up,0
TX-100615,2026-08-17 06:00:46,AC-4180,11.47,wire_transfer,Nexa Mart,telecom_topup,4,MY,GB,N,1,7.76,1071,in store purchase,0
TX-100616,2026-08-27 23:21:47,AC-4671,14.92,card_not_present,Hollow Supply,electronics,1401,GB,GB,N,10,25.42,426,fuel top up,0
TX-100617,2026-09-10 19:39:40,AC-4250,3.41,card_not_present,Orbit Mart,money_transfer,1204,BD,BD,N,5,31.3,715,fuel top up,0
TX-100618,2026-09-11 14:59:15,AC-4214,1.8,wire_transfer,Larkspur Trading,pharmacy,4,GB,GB,N,13,13.25,14,regular vendor payment,0
TX-100619,2026-09-01 15:07:53,AC-4306,39.68,wallet,Nexa Retail,apparel,3,US,US,Y,6,71.84,226,recurring subscription renewal,0
TX-100620,2026-09-03 15:40:38,AC-4642,1.52,wire_transfer,Pallas Exchange,grocery,2,US,US,N,15,18.67,37,monthly utility bill,0
TX-100621,2026-08-29 14:38:00,AC-4723,26.13,atm,Tindal Retail,utilities,3,BD,BD,N,7,26.77,1264,monthly utility bill,0
TX-100622,2026-08-27 15:12:04,AC-4203,299.43,wallet,Tindal Exchange,restaurant,205,US,US,N,6,24.53,49,grocery basket,0
TX-100623,2026-09-15 18:19:25,AC-4449,434.21,wallet,Halcyon Group,electronics,3,BD,BD,N,1,28.26,1221,monthly utility bill,0
TX-100624,2026-08-18 07:41:00,AC-4227,44.86,atm,Pallas Digital,restaurant,3,BD,BD,Y,1,38.14,12,grocery basket,0
TX-100625,2026-08-17 20:46:01,AC-4699,22.63,card_not_present,Corvid Mart,crypto_exchange,27,GB,GB,N,11,19.23,735,monthly utility bill,0
TX-100626,2026-08-30 03:42:36,AC-4103,50.99,wire_transfer,Larkspur Supply,fuel,13,US,US,N,5,41.05,50,in store purchase,0
TX-100627,2026-09-08 06:15:11,AC-4813,18.29,wallet,Pallas Digital,apparel,341,US,BD,N,3,21.89,10,payroll credit,0
TX-100628,2026-09-14 22:00:00,AC-4668,10.43,atm,Pallas Digital,telecom_topup,502,BD,BD,N,6,10.67,358,grocery basket,0
TX-100629,2026-09-12 15:28:00,AC-4243,5.97,wallet,Pallas Supply,crypto_exchange,69,GB,GB,N,8,5,1177,payroll credit,0
TX-100630,2026-09-04 11:58:03,AC-4882,14.73,card_present,Nexa Supply,electronics,621,DE,US,N,11,24.38,30,monthly utility bill,0
TX-100631,2026-08-18 12:43:32,AC-4145,29.52,wire_transfer,Nexa Labs,apparel,1362,GB,GB,N,6,26.18,599,payroll credit,0
TX-100632,2026-09-04 09:38:04,AC-4168,16.31,atm,Quarry Retail,restaurant,2,BD,BD,N,1,17.87,46,payroll credit,0
TX-100633,2026-09-06 12:43:53,AC-4580,36.17,wire_transfer,Mistral Exchange,utilities,3,IN,BD,N,7,37.58,5,recurring subscription renewal,0
TX-100634,2026-09-13 22:10:31,AC-4531,40.12,wire_transfer,Nexa Digital,grocery,33,BD,BD,N,10,29.97,9,regular vendor payment,0
TX-100635,2026-09-11 15:17:00,AC-4781,9.39,wire_transfer,Tindal Supply,apparel,226,US,US,N,10,14.95,1094,fuel top up,0
TX-100636,2026-08-31 22:08:17,AC-4670,57.88,card_not_present,Tindal Digital,telecom_topup,3,GB,GB,N,7,48.64,89,fuel top up,0
TX-100637,2026-08-23 08:07:54,AC-4644,8.59,card_present,Quarry Mart,restaurant,1,US,US,Y,10,8.24,298,recurring subscription renewal,0
TX-100638,2026-09-01 10:24:55,AC-4700,3.16,wire_transfer,Nexa Labs,crypto_exchange,19,US,US,Y,3,5,462,grocery basket,0
TX-100639,2026-08-26 13:14:34,AC-4680,2.45,card_not_present,Halcyon Digital,fuel,1,SG,BD,N,1,5,38,fuel top up,0
TX-100640,2026-09-10 11:12:27,AC-4334,34.72,card_present,Vireo Retail,utilities,118,MY,US,N,2,26.94,57,payroll credit,0
TX-100641,2026-09-05 05:41:56,AC-4708,44.3,atm,Orbit Digital,travel,10,IN,BD,N,2,54.81,7,recurring subscription renewal,0
TX-100642,2026-08-29 02:39:24,AC-4099,76.13,wire_transfer,Aster Supply,fuel,520,GB,GB,N,11,62.26,83,fuel top up,0
TX-100643,2026-08-27 00:32:42,AC-4561,7.89,card_present,Hollow Labs,grocery,1,GB,BD,N,3,7.39,274,grocery basket,0
TX-100644,2026-08-29 13:27:26,AC-4269,12.54,wallet,Nexa Labs,money_transfer,1,GB,GB,N,2,11.87,194,recurring subscription renewal,0
TX-100645,2026-08-23 19:32:45,AC-4322,239.76,card_not_present,Quarry Supply,apparel,1255,GB,GB,N,2,40.81,938,recurring subscription renewal,0
TX-100646,2026-09-05 13:07:01,AC-4216,15.18,wallet,Vireo Trading,pharmacy,20,GB,GB,N,14,15.65,62,grocery basket,0
TX-100647,2026-09-05 14:31:12,AC-4150,81.84,wire_transfer,Orbit Labs,electronics,52,BD,BD,Y,1,56.36,185,monthly utility bill,0
TX-100648,2026-09-09 23:48:39,AC-4572,6.05,card_present,Tindal Group,electronics,5,US,US,Y,6,9.34,6,recurring subscription renewal,0
TX-100649,2026-09-03 12:33:14,AC-4334,256.61,card_not_present,Tindal Supply,utilities,137,GB,GB,N,4,15.67,47,recurring subscription renewal,0
TX-100650,2026-08-24 08:31:04,AC-4094,0.72,card_present,Aster Supply,money_transfer,6,MY,GB,Y,3,38.25,759,in store purchase,0
TX-100651,2026-09-09 14:50:38,AC-4618,32.81,wallet,Vireo Exchange,pharmacy,2,BD,BD,N,1,35.1,32,payroll credit,0
TX-100652,2026-09-14 16:05:08,AC-4415,39.28,card_not_present,Hollow Group,travel,3,US,US,N,6,28.22,891,in store purchase,0
TX-100653,2026-09-08 17:42:10,AC-4261,23.05,atm,Vireo Exchange,fuel,133,BD,BD,N,3,42.32,1181,payroll credit,0
TX-100654,2026-09-01 23:12:43,AC-4452,3.06,card_present,Larkspur Mart,fuel,923,BD,BD,N,1,5,17,regular vendor payment,0
TX-100655,2026-09-04 09:26:20,AC-4483,30.5,wallet,Vireo Digital,utilities,2,GB,GB,N,1,43.11,38,payroll credit,0
TX-100656,2026-08-24 03:10:01,AC-4431,401.85,card_not_present,Corvid Supply,gift_cards,602,BD,BD,Y,4,18.76,119,grocery basket,0
TX-100657,2026-09-05 15:14:16,AC-4286,97.75,card_not_present,Mistral Supply,travel,5,BD,BD,N,7,29.78,913,monthly utility bill,0
TX-100658,2026-08-23 11:10:43,AC-4120,7.28,card_present,Mistral Labs,travel,85,BD,BD,N,3,5.48,78,recurring subscription renewal,0
TX-100659,2026-09-13 04:53:55,AC-4602,51.18,card_not_present,Aster Labs,pharmacy,11,US,US,N,9,42.76,60,payroll credit,0
TX-100660,2026-09-06 00:19:57,AC-4137,29.44,wallet,Larkspur Trading,grocery,88,BD,BD,N,5,35.45,7,regular vendor payment,0
TX-100661,2026-09-15 18:43:33,AC-4325,19.26,atm,Aster Retail,apparel,5,NG,GB,N,1,12.95,103,payroll credit,0
TX-100662,2026-09-08 19:47:40,AC-4649,79.28,card_present,Larkspur Trading,pharmacy,7,BD,BD,Y,1,44.92,198,monthly utility bill,0
TX-100663,2026-09-07 08:09:15,AC-4608,27.07,wire_transfer,Orbit Digital,telecom_topup,50,GB,GB,Y,5,15.01,48,payroll credit,0
TX-100664,2026-08-18 16:22:48,AC-4286,26.37,card_not_present,Larkspur Group,telecom_topup,23,BD,BD,Y,9,22.96,71,grocery basket,0
TX-100665,2026-09-11 21:39:05,AC-4820,34.87,card_present,Nexa Retail,utilities,329,BD,BD,N,9,38.51,88,grocery basket,0
TX-100666,2026-08-28 20:37:29,AC-4709,41.49,atm,Larkspur Trading,pharmacy,11,US,US,N,2,25.97,320,grocery basket,0
TX-100667,2026-09-08 06:00:18,AC-4860,17.07,card_not_present,Verdant Trading,grocery,29,GB,GB,Y,15,15.1,14,regular vendor payment,0
TX-100668,2026-09-15 19:40:15,AC-4110,20.86,wallet,Quarry Supply,restaurant,26,RU,US,N,2,27.2,119,grocery basket,0
TX-100669,2026-09-14 19:19:24,AC-4170,12.96,atm,Aster Trading,grocery,734,GB,GB,Y,13,15.3,397,monthly utility bill,0
TX-100670,2026-09-07 19:33:46,AC-4418,12.38,wallet,Larkspur Exchange,electronics,13,BD,BD,N,15,14.76,64,fuel top up,0
TX-100671,2026-08-31 11:21:16,AC-4174,37.57,card_present,Pallas Supply,money_transfer,448,GB,GB,N,13,54.73,339,recurring subscription renewal,0
TX-100672,2026-08-22 17:05:04,AC-4067,0.7,card_present,Orbit Mart,fuel,56,GB,GB,N,9,34.74,37,monthly utility bill,0
TX-100673,2026-08-31 16:24:27,AC-4375,1.13,wallet,Orbit Supply,pharmacy,2,GB,GB,N,1,13.83,29,monthly utility bill,0
TX-100674,2026-09-13 19:24:14,AC-4707,23.11,card_present,Kestrel Exchange,telecom_topup,80,GB,US,N,8,15.57,124,monthly utility bill,0
TX-100675,2026-09-13 16:23:23,AC-4865,9.32,card_present,Mistral Group,grocery,50,US,US,N,3,12.59,20,payroll credit,0
TX-100676,2026-08-21 11:07:03,AC-4752,23.2,wallet,Quarry Digital,utilities,33,GB,GB,Y,8,15.6,54,recurring subscription renewal,0
TX-100677,2026-09-05 16:09:16,AC-4621,28.83,card_not_present,Corvid Labs,electronics,8,US,US,N,1,42.16,21,in store purchase,0
TX-100678,2026-08-31 21:34:27,AC-4020,14.29,card_not_present,Quarry Supply,grocery,1087,US,US,Y,1,9.29,136,in store purchase,0
TX-100679,2026-09-01 17:11:54,AC-4033,141.54,wallet,Orbit Exchange,restaurant,2,IN,BD,N,1,43.6,147,in store purchase,0
TX-100680,2026-09-10 13:31:07,AC-4134,2.18,card_present,Quarry Group,crypto_exchange,41,DE,US,N,6,34.34,148,payroll credit,0
TX-100681,2026-08-27 20:48:52,AC-4366,13.71,wire_transfer,Hollow Mart,grocery,69,US,US,N,2,15.72,20,regular vendor payment,0
TX-100682,2026-09-11 07:04:01,AC-4038,17.82,wire_transfer,Orbit Digital,pharmacy,1128,BD,BD,N,13,29.34,14,grocery basket,0
TX-100683,2026-08-29 08:01:52,AC-4738,10.66,card_not_present,Mistral Group,travel,69,BD,BD,Y,12,14.19,133,monthly utility bill,1
TX-100684,2026-08-18 05:17:37,AC-4013,12.77,atm,Pallas Group,telecom_topup,520,BD,BD,N,3,13.7,677,in store purchase,0
TX-100685,2026-09-12 14:27:00,AC-4620,14.81,wire_transfer,Aster Mart,electronics,21,GB,GB,Y,15,14.29,66,grocery basket,0
TX-100686,2026-09-11 22:55:58,AC-4211,22.98,card_not_present,Larkspur Mart,utilities,22,BD,GB,N,3,37.25,384,in store purchase,0
TX-100687,2026-08-31 03:09:44,AC-4356,14.85,card_not_present,Pallas Labs,gift_cards,1537,GB,GB,N,8,21.16,626,recurring subscription renewal,0
TX-100688,2026-08-30 12:52:13,AC-4689,1.23,atm,Halcyon Digital,grocery,749,GB,GB,Y,2,13.45,7,recurring subscription renewal,0
TX-100689,2026-09-02 10:18:33,AC-4334,19.22,card_present,Verdant Exchange,fuel,260,US,US,N,1,16.53,422,payroll credit,0
TX-100690,2026-09-05 06:29:08,AC-4612,9.3,card_not_present,Tindal Group,pharmacy,1,GB,GB,N,11,10.49,14,recurring subscription renewal,0
TX-100691,2026-09-12 08:41:41,AC-4168,26.89,card_present,Quarry Group,crypto_exchange,1,BD,BD,N,1,36.36,654,in store purchase,0
TX-100692,2026-08-24 13:41:39,AC-4420,10.25,card_present,Pallas Labs,travel,163,BD,BD,N,2,8.72,96,regular vendor payment,0
TX-100693,2026-08-24 12:39:22,AC-4605,20.03,card_present,Quarry Trading,money_transfer,30,GB,GB,N,8,14.5,602,payroll credit,0
TX-100694,2026-08-24 06:45:40,AC-4375,5.96,card_present,Quarry Group,apparel,29,GB,GB,N,5,9.75,116,payroll credit,0
TX-100695,2026-09-14 19:02:23,AC-4827,30.86,wire_transfer,Aster Digital,fuel,7,BD,BD,N,5,23.99,16,regular vendor payment,0
TX-100696,2026-08-30 18:02:04,AC-4701,40.68,card_present,Larkspur Retail,gift_cards,21,US,US,Y,3,40.63,677,recurring subscription renewal,0
TX-100697,2026-08-30 23:04:04,AC-4784,8.4,wire_transfer,Pallas Digital,gift_cards,4,US,US,Y,13,13.75,1048,regular vendor payment,0
TX-100698,2026-09-14 19:53:24,AC-4434,63.07,card_present,Mistral Labs,utilities,2,BD,BD,N,1,60.82,54,regular vendor payment,0
TX-100699,2026-09-15 22:29:45,AC-4521,16.85,card_not_present,Mistral Exchange,pharmacy,33,GB,GB,N,1,12.09,181,grocery basket,0
TX-100700,2026-09-13 11:05:25,AC-4651,4.64,wallet,Pallas Digital,crypto_exchange,116,GB,GB,N,1,5,38,in store purchase,0
TX-100701,2026-08-25 17:09:32,AC-4642,199.95,card_present,Orbit Exchange,money_transfer,927,US,US,N,12,30.91,265,fuel top up,0
TX-100702,2026-08-21 06:59:01,AC-4797,12.95,wallet,Tindal Group,gift_cards,21,GB,GB,N,1,15.31,7,new payee first transfer,1
TX-100703,2026-08-23 17:14:48,AC-4316,9.44,wallet,Larkspur Supply,pharmacy,3,US,US,N,2,14.55,70,recurring subscription renewal,0
TX-100704,2026-09-06 18:46:16,AC-4387,53.81,wallet,Mistral Mart,crypto_exchange,2,SG,US,N,3,40.67,1179,monthly utility bill,0
TX-100705,2026-08-30 08:37:24,AC-4503,1.55,atm,Pallas Mart,pharmacy,9,US,US,N,1,27.77,158,recurring subscription renewal,0
TX-100706,2026-09-04 12:43:12,AC-4285,5.11,card_not_present,Verdant Exchange,fuel,135,BD,BD,Y,7,6.76,639,regular vendor payment,0
TX-100707,2026-08-22 11:26:14,AC-4575,16.5,card_not_present,Orbit Digital,grocery,52,BD,BD,Y,7,14.46,37,monthly utility bill,0
TX-100708,2026-09-07 23:42:25,AC-4340,25.34,atm,Halcyon Supply,grocery,162,BD,BD,N,1,5,6,regular vendor payment,0
TX-100709,2026-08-26 17:30:15,AC-4146,26.19,wire_transfer,Hollow Labs,grocery,636,AE,US,N,10,17.69,51,in store purchase,0
TX-100710,2026-09-03 11:54:42,AC-4808,38.74,wallet,Orbit Trading,travel,6,US,US,N,1,26.15,130,fuel top up,0
TX-100711,2026-09-07 12:59:01,AC-4701,25.92,wire_transfer,Pallas Supply,electronics,902,IN,BD,N,4,28.62,871,in store purchase,0
TX-100712,2026-09-15 09:15:14,AC-4666,26.76,wire_transfer,Tindal Supply,pharmacy,1,BD,BD,N,9,27.26,227,recurring subscription renewal,0
TX-100713,2026-08-31 07:16:11,AC-4055,16.59,atm,Meridian Retail,money_transfer,6,BD,BD,N,5,15.35,917,monthly utility bill,0
TX-100714,2026-08-26 04:37:54,AC-4594,7.98,atm,Hollow Supply,money_transfer,164,AE,US,N,6,10.33,454,payroll credit,0
TX-100715,2026-08-23 10:58:49,AC-4734,15.17,card_not_present,Hollow Digital,crypto_exchange,57,US,US,N,3,11.4,632,in store purchase,0
TX-100716,2026-09-04 10:12:45,AC-4344,49.74,card_present,Corvid Mart,apparel,1087,IN,BD,Y,14,38.82,104,recurring subscription renewal,0
TX-100717,2026-08-29 16:32:49,AC-4360,7.17,wire_transfer,Meridian Trading,fuel,1623,BD,BD,N,3,5,9,monthly utility bill,0
TX-100718,2026-08-25 21:30:59,AC-4854,44.72,card_present,Nexa Trading,travel,9,US,US,Y,4,57.5,6,in store purchase,0
TX-100719,2026-09-14 13:07:24,AC-4157,4.85,wire_transfer,Larkspur Supply,crypto_exchange,31,BD,BD,Y,8,7.6,44,recurring subscription renewal,0
TX-100720,2026-09-01 14:42:05,AC-4773,25.14,atm,Kestrel Trading,apparel,7,RU,GB,Y,8,23.73,9,regular vendor payment,0
TX-100721,2026-09-03 14:07:25,AC-4835,44.24,card_not_present,Mistral Trading,restaurant,93,GB,GB,N,7,55.36,1248,fuel top up,0
TX-100722,2026-08-23 07:30:49,AC-4780,19.85,wire_transfer,Mistral Exchange,apparel,294,BD,BD,N,8,22.95,266,grocery basket,0
TX-100723,2026-08-28 22:43:35,AC-4702,12.91,card_present,Aster Retail,crypto_exchange,19,US,US,N,15,22.53,21,in store purchase,0
TX-100724,2026-09-05 07:26:58,AC-4590,14.14,wallet,Hollow Retail,telecom_topup,112,BD,BD,Y,1,22.23,745,monthly utility bill,0
TX-100725,2026-08-27 06:45:53,AC-4138,5.6,wallet,Hollow Labs,apparel,50,BD,BD,N,3,5,700,recurring subscription renewal,0
TX-100726,2026-08-22 21:47:41,AC-4128,469.92,card_present,Quarry Exchange,pharmacy,15,US,US,N,3,52.61,9,fuel top up,0
TX-100727,2026-08-20 14:30:49,AC-4002,451.85,atm,Aster Group,pharmacy,5,GB,GB,N,1,47.11,1093,recurring subscription renewal,0
TX-100728,2026-08-19 04:46:11,AC-4204,6.95,wire_transfer,Hollow Group,telecom_topup,3,GB,GB,N,2,9.94,6,in store purchase,0
TX-100729,2026-08-17 08:16:58,AC-4461,1.63,atm,Meridian Mart,crypto_exchange,2,BD,BD,N,7,15.49,48,fuel top up,0
TX-100730,2026-09-15 13:54:59,AC-4196,8.16,wallet,Verdant Group,utilities,23,US,US,N,7,8.29,36,grocery basket,0
TX-100731,2026-09-12 14:02:54,AC-4766,123.21,card_not_present,Orbit Digital,travel,18,US,US,Y,11,35.19,38,grocery basket,0
TX-100732,2026-08-23 04:10:19,AC-4142,101.93,card_not_present,Verdant Retail,utilities,158,US,US,N,9,15.86,9,grocery basket,0
TX-100733,2026-09-08 04:37:19,AC-4119,7.51,card_not_present,Quarry Group,grocery,1113,GB,BD,N,1,5,252,regular vendor payment,0
TX-100734,2026-09-16 11:39:38,AC-4293,63.72,wallet,Larkspur Trading,travel,128,BD,BD,N,1,8.7,13,recurring subscription renewal,0
TX-100735,2026-08-24 18:24:59,AC-4662,21.78,card_present,Vireo Group,gift_cards,89,RU,GB,Y,12,27.49,385,grocery basket,0
TX-100736,2026-09-10 13:18:23,AC-4807,13.21,card_present,Corvid Retail,telecom_topup,16,US,US,N,1,15.13,721,in store purchase,0
TX-100737,2026-09-02 16:50:13,AC-4248,31.67,card_present,Meridian Supply,fuel,1426,BD,BD,Y,11,25.72,7,grocery basket,0
TX-100738,2026-09-01 15:55:12,AC-4481,55.04,wire_transfer,Pallas Supply,utilities,83,US,US,N,9,42.13,21,monthly utility bill,0
TX-100739,2026-09-16 00:03:14,AC-4734,6.93,wire_transfer,Larkspur Digital,fuel,4,BD,BD,N,4,8.41,107,payroll credit,0
TX-100740,2026-09-07 20:25:41,AC-4006,30.11,atm,Quarry Trading,restaurant,72,IN,BD,N,3,47.25,98,payroll credit,0
TX-100741,2026-09-13 21:24:09,AC-4758,38.57,card_present,Verdant Retail,travel,1521,GB,US,Y,9,6.61,25,fuel top up,0
TX-100742,2026-08-18 13:01:58,AC-4807,17.82,wire_transfer,Meridian Digital,fuel,807,US,US,N,1,27.39,25,in store purchase,0
TX-100743,2026-09-03 08:00:05,AC-4090,5.83,wallet,Halcyon Retail,fuel,15,GB,BD,N,3,9.67,6,in store purchase,0
TX-100744,2026-09-06 00:06:23,AC-4428,11.27,wire_transfer,Orbit Retail,utilities,17,MY,US,N,1,18.46,106,grocery basket,0
TX-100745,2026-09-14 20:04:55,AC-4184,33.32,wire_transfer,Corvid Supply,telecom_topup,13,SG,GB,Y,10,19.91,970,monthly utility bill,0
TX-100746,2026-08-28 04:06:40,AC-4234,21.4,card_present,Larkspur Trading,gift_cards,2,BD,BD,N,1,22.97,675,payroll credit,0
TX-100747,2026-08-18 03:23:31,AC-4136,88.58,wire_transfer,Orbit Labs,telecom_topup,17,US,US,N,1,8.25,41,monthly utility bill,0
TX-100748,2026-09-13 03:02:25,AC-4826,89.61,card_not_present,Corvid Supply,restaurant,5,US,US,Y,3,101.55,242,grocery basket,0
TX-100749,2026-09-09 19:31:11,AC-4654,11.08,card_not_present,Tindal Group,fuel,352,BD,BD,N,1,6.9,27,grocery basket,0
